"Lefse results for Biomarkers of End Member Brine and Non Outflow samples in the full sequence data set and prokaryote only data set at each taxonomic level."
,,,LefSe Results (All sequences),LefSe Results (All sequences),LefSe Results (All sequences),LefSe Results (All sequences),LefSe Results (All sequences),LefSe Results (All sequences),LefSe Results (All sequences),LefSe Results (All sequences),LefSe Results (Prokaryote sequences),LefSe Results (Prokaryote sequences),LefSe Results (Prokaryote sequences),LefSe Results (Prokaryote sequences),LefSe Results (Prokaryote sequences),LefSe Results (Prokaryote sequences),LefSe Results (Prokaryote sequences),LefSe Results (Prokaryote sequences),Geochemistry Correlations (Spearman's rho),Geochemistry Correlations (Spearman's rho),Geochemistry Correlations (Spearman's rho),Geochemistry Correlations (Spearman's rho),Geochemistry Correlations (Spearman's rho),Geochemistry Correlations (Spearman's rho),Geochemistry Correlations (Spearman's rho),Geochemistry Correlations (Spearman's rho),Geochemistry Correlations (Spearman's rho),Geochemistry Correlations (Spearman's rho)
Atribacteria_cl,Shared,EMB,4.72353,4.41823,0.00634972,5.29089719225656,NA,NA,NA,NA,4.7236400000000005,4.41175,0.00634972,5.292186200374616,NA,NA,NA,NA,-0.839*,0.867*,0.761*,0.496,-0.491,-0.775*,0.847**,0.808**,0.847**,0.821**
Bacteria_unclassified,Shared,EMB,4.33784,3.99746,0.0105152,2.1768838661326093,NA,NA,NA,NA,4.33795,3.97621,0.0105152,2.1774376985179336,NA,NA,NA,NA,-0.586,0.786*,0.714,0.600,-0.339,-0.703,0.794**,0.721*,0.818**,0.770*
Bacteroidetes_unclassified,Shared,EMB,5.0423,4.71726,0.00959773,11.023040603148711,NA,NA,NA,NA,5.0424,4.71807,0.00959773,11.02551569478224,NA,NA,NA,NA,-0.575,0.757,0.719*,0.477,-0.332,-0.745,0.779**,0.718*,0.816**,0.755*
DHVE6_cl,Shared,EMB,4.56192,4.24051,0.00634972,3.6468293748492226,NA,NA,NA,NA,4.56205,4.2207099999999995,0.00634972,3.6479909525069387,NA,NA,NA,NA,-0.839*,0.788*,0.710,0.583,-0.609,-0.775*,0.808**,0.782**,0.808**,0.782**
Deltaproteobacteria,Shared,EMB,5.40685,5.08637,0.0105152,25.51832347889338,NA,NA,NA,NA,5.40696,5.07752,0.0105152,25.524425437475053,NA,NA,NA,NA,-0.610,0.714,0.690,0.500,-0.339,-0.775*,0.794**,0.733*,0.867**,0.758*
Mollicutes,Shared,EMB,4.08408,3.7341800000000003,0.0186554,1.2136026366689636,NA,NA,NA,NA,4.08418,3.72739,0.0186554,1.2138820034474016,NA,NA,NA,NA,-0.741*,0.685,0.647,0.628,-0.559,-0.745,0.835**,0.793**,0.872**,0.793**
Parcubacteria_unclassified,Shared,EMB,3.84521,3.5144900000000003,0.0105152,0.7001819090254505,NA,NA,NA,NA,3.84534,3.42184,0.0330063,0.7003828570590638,NA,NA,NA,NA,-0.601,0.847*,0.755*,0.795*,-0.227,-0.582,0.596,0.571,0.571,0.644*
Proteobacteria_unclassified,Shared,EMB,3.7229900000000002,3.3538699999999997,0.0186554,0.5284388282381777,NA,NA,NA,NA,3.7231,3.32921,0.0186554,0.5285711598700693,NA,NA,NA,NA,-0.577,0.893**,0.786*,0.483,-0.400,-0.595,0.790**,0.736*,0.742*,0.778**
Zetaproteobacteria,Shared,EMB,3.7064199999999996,3.3753699999999998,0.00634972,0.5086558166619075,NA,NA,NA,NA,3.70652,3.3830699999999996,0.00634972,0.5087685436075929,NA,NA,NA,NA,-0.839*,0.867*,0.786*,0.426,-0.373,-0.775*,0.860**,0.821**,0.860**,0.847**
Betaproteobacteria,Shared,NOF,NA,NA,NA,NA,4.73051,4.44939,0.0105152,5.3766000786855885,NA,NA,NA,NA,5.15971,4.86854,0.0105152,14.444777130132714,0.927**,-0.786*,-0.874**,-0.293,0.219,0.818*,-0.772*,-0.839**,-0.821**,-0.729*
Cytophagia,Shared,NOF,NA,NA,NA,NA,4.44142,4.16744,0.010282,2.763273075266035,NA,NA,NA,NA,4.85196,4.5509699999999995,0.010282,7.111428392367351,0.854**,-0.857*,-0.922**,-0.285,0.179,0.739,-0.790**,-0.839**,-0.705*,-0.796**
Sphingobacteriia,Shared,NOF,NA,NA,NA,NA,4.392440000000001,4.1115,0.0105152,2.4685271629349175,NA,NA,NA,NA,4.80325,4.51357,0.0105152,6.357024976210174,0.927**,-0.786*,-0.857**,-0.300,0.218,0.811*,-0.758*,-0.830**,-0.806**,-0.721*
Clostridia,All only,EMB,4.056719999999999,3.6444099999999997,0.0190165,1.1395216174342535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.577,0.613,0.599,0.728*,-0.472,-0.818*,0.693*,0.614,0.736*,0.675*
Chlorophyceae,All only,NOF,NA,NA,NA,NA,3.71987,3.4467,0.00959773,0.5246463116234755,NA,NA,NA,NA,NA,NA,NA,NA,0.778*,-0.691,-0.712,-0.604,0.173,0.752,-0.659*,-0.683*,-0.843**,-0.622
Chloroplast_cl,All only,NOF,NA,NA,NA,NA,5.63739,5.277419999999999,0.00959773,43.38968502980458,NA,NA,NA,NA,NA,NA,NA,NA,0.736*,-0.883**,-0.854**,-0.373,0.345,0.664,-0.730*,-0.742*,-0.742*,-0.706*
Chrysophyceae,All only,NOF,NA,NA,NA,NA,5.04352,4.73039,0.00829922,11.053893998787323,NA,NA,NA,NA,NA,NA,NA,NA,0.875**,-0.630,-0.710,-0.533,0.457,0.935**,-0.747*,-0.778**,-0.872**,-0.690*
Eukaryota_unclassified,All only,NOF,NA,NA,NA,NA,4.32224,3.9915,0.0229483,2.1000978416250615,NA,NA,NA,NA,NA,NA,NA,NA,0.675,-0.704,-0.761*,-0.347,0.515,0.860*,-0.601,-0.627,-0.705*,-0.524
Actinobacteria,Prokaryotes only,NOF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2234300000000005,4.85815,0.0105152,16.727400163571293,0.781*,-0.536,-0.714,-0.133,0.191,0.847*,-0.661*,-0.758*,-0.745*,-0.576
Alphaproteobacteria,Prokaryotes only,NOF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.64198,4.31309,0.0105152,4.3850597287063975,0.708,-0.536,-0.595,-0.200,-0.087,0.487,-0.479,-0.552,-0.539,-0.479
Bacilli,Prokaryotes only,NOF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8643,3.49073,0.0105152,0.7316514781508549,0.626,-0.505,-0.743*,-0.259,-0.140,0.382,-0.535,-0.675*,-0.517,-0.529
Cyanobacteria_unclassified,Prokaryotes only,NOF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7425699999999997,3.44297,0.0366428,0.5528041736546417,0.605,-0.782*,-0.884**,-0.140,0.311,0.697,-0.596,-0.659*,-0.652*,-0.489
Flavobacteriia,Prokaryotes only,NOF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.49659,5.03366,0.0105152,31.375114989355097,0.220,0.071,-0.071,0.233,0.261,0.108,0.164,0.006,0.127,0.212
Order
Acidimicrobiales,Shared,EMB,4.8947,4.584,0.0105152,7.846978080426181,NA,NA,NA,NA,4.894830000000001,4.53081,0.0105152,7.849217915825236,NA,NA,NA,NA,-0.586,0.893**,0.810*,0.517,-0.113,-0.595,0.794**,0.733*,0.709*,0.830**
Atribacteria_or,Shared,EMB,4.72353,4.42632,0.00634972,5.29089719225656,NA,NA,NA,NA,4.7236400000000005,4.42212,0.00634972,5.292186200374616,NA,NA,NA,NA,-0.839*,0.867*,0.761*,0.496,-0.491,-0.775*,0.847**,0.808**,0.847**,0.821**
Bacteria_unclassified,Shared,EMB,4.33784,4.04896,0.0105152,2.1768838661326093,NA,NA,NA,NA,4.33795,4.019819999999999,0.0105152,2.1774376985179336,NA,NA,NA,NA,-0.586,0.786*,0.714,0.600,-0.339,-0.703,0.794**,0.721*,0.818**,0.770*
Bacteroidetes_unclassified,Shared,EMB,5.0423,4.73953,0.00959773,11.023040603148711,NA,NA,NA,NA,5.0424,4.73714,0.00959773,11.02551569478224,NA,NA,NA,NA,-0.575,0.757,0.719*,0.477,-0.332,-0.745,0.779**,0.718*,0.816**,0.755*
DHVE6_or,Shared,EMB,4.56192,4.28435,0.00634972,3.6468293748492226,NA,NA,NA,NA,4.56205,4.26304,0.00634972,3.6479909525069387,NA,NA,NA,NA,-0.839*,0.788*,0.710,0.583,-0.609,-0.775*,0.808**,0.782**,0.808**,0.782**
Deltaproteobacteria_unclassified,Shared,EMB,4.48125,4.19163,0.00829922,3.0286744490556954,NA,NA,NA,NA,4.48135,4.18915,0.00829922,3.0293410083867047,NA,NA,NA,NA,-0.715*,0.852*,0.756*,0.627,-0.328,-0.692,0.788**,0.750*,0.832**,0.769*
Desulfobacterales,Shared,EMB,5.13654,4.838369999999999,0.00634972,13.694233490838883,NA,NA,NA,NA,5.13664,4.83429,0.00634972,13.697473165234452,NA,NA,NA,NA,-0.839*,0.867*,0.761*,0.496,-0.491,-0.775*,0.847**,0.808**,0.847**,0.821**
Desulfuromonadales,Shared,EMB,4.94217,4.6223,0.00959773,8.753326715267047,NA,NA,NA,NA,4.94228,4.62185,0.00959773,8.755502835435932,NA,NA,NA,NA,-0.566,0.764*,0.771*,0.361,-0.246,-0.789*,0.800**,0.745*,0.831**,0.763*
Gammaproteobacteria_unclassified,Shared,EMB,5.110130000000001,4.76408,0.0105152,12.88631122838147,NA,NA,NA,NA,5.1102,4.7777,0.0105152,12.88837952277622,NA,NA,NA,NA,-0.822*,0.893**,0.857**,0.383,-0.174,-0.631,0.851**,0.857**,0.924***,0.815**
Mariprofundales,Shared,EMB,3.7064199999999996,3.39791,0.00634972,0.5086558166619075,NA,NA,NA,NA,3.70652,3.4070300000000002,0.00634972,0.5087685436075929,NA,NA,NA,NA,-0.839*,0.867*,0.786*,0.426,-0.373,-0.775*,0.860**,0.821**,0.860**,0.847**
NB1-n,Shared,EMB,4.08408,3.80752,0.012359,1.2136026366689636,NA,NA,NA,NA,4.08418,3.79621,0.012359,1.2138820034474016,NA,NA,NA,NA,-0.839*,0.788*,0.710,0.583,-0.609,-0.775*,0.808**,0.782**,0.808**,0.782**
Parcubacteria_unclassified,Shared,EMB,3.84521,3.5279199999999995,0.0105152,0.7001819090254505,NA,NA,NA,NA,3.84534,3.4041699999999997,0.0330063,0.7003828570590638,NA,NA,NA,NA,-0.601,0.847*,0.755*,0.795*,-0.227,-0.582,0.596,0.571,0.571,0.644*
Proteobacteria_unclassified,Shared,EMB,3.7229900000000002,3.4224,0.0186554,0.5284388282381777,NA,NA,NA,NA,3.7231,3.41074,0.0186554,0.5285711598700693,NA,NA,NA,NA,-0.577,0.893**,0.786*,0.483,-0.400,-0.595,0.790**,0.736*,0.742*,0.778**
Thiotrichales,Shared,EMB,5.03407,4.57817,0.040671399999999996,10.816096456601453,NA,NA,NA,NA,5.03411,4.64583,0.040671399999999996,10.817057086225555,NA,NA,NA,NA,-0.839*,0.906**,0.913**,0.026,-0.255,-0.835*,0.834**,0.821**,0.834**,0.743*
Burkholderiales,Shared,NOF,NA,NA,NA,NA,4.711469999999999,4.4002099999999995,0.0105152,5.146033082738368,NA,NA,NA,NA,5.14576,4.85991,0.0105152,13.988121915675416,0.933**,-0.757,-0.838*,-0.393,0.389,0.811*,-0.754*,-0.821**,-0.802**,-0.693*
Cytophagales,Shared,NOF,NA,NA,NA,NA,4.44142,4.1299,0.010282,2.763273075266035,NA,NA,NA,NA,4.85196,4.56311,0.010282,7.111428392367351,0.854**,-0.857*,-0.922**,-0.285,0.179,0.739,-0.790**,-0.839**,-0.705*,-0.796**
Frankiales,Shared,NOF,NA,NA,NA,NA,4.27538,3.93819,0.0105152,1.8853100095804798,NA,NA,NA,NA,4.7352,4.44981,0.0105152,5.435039185576636,0.927**,-0.821*,-0.838*,-0.318,0.219,0.736,-0.802**,-0.833**,-0.851**,-0.790**
Sphingobacteriales,Shared,NOF,NA,NA,NA,NA,4.392440000000001,4.08335,0.0105152,2.4685271629349175,NA,NA,NA,NA,4.80325,4.51903,0.0105152,6.357024976210174,0.927**,-0.786*,-0.857**,-0.300,0.218,0.811*,-0.758*,-0.830**,-0.806**,-0.721*
Clostridiales,All only,EMB,4.04858,3.70561,0.0190165,1.118354775810679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.577,0.613,0.599,0.728*,-0.472,-0.818*,0.693*,0.614,0.736*,0.675*
Chloroplast_or,All only,NOF,NA,NA,NA,NA,5.63739,5.38278,0.00959773,43.38968502980458,NA,NA,NA,NA,NA,NA,NA,NA,0.736*,-0.883**,-0.854**,-0.373,0.345,0.664,-0.730*,-0.742*,-0.742*,-0.706*
Chrysophyceae_unclassified,All only,NOF,NA,NA,NA,NA,5.04171,4.70735,0.00829922,11.008026567119908,NA,NA,NA,NA,NA,NA,NA,NA,0.875**,-0.630,-0.710,-0.496,0.486,0.935**,-0.769*,-0.794**,-0.882**,-0.707*
Eukaryota_unclassified,All only,NOF,NA,NA,NA,NA,4.32224,4.02186,0.0229483,2.1000978416250615,NA,NA,NA,NA,NA,NA,NA,NA,0.675,-0.704,-0.761*,-0.347,0.515,0.860*,-0.601,-0.627,-0.705*,-0.524
Cyanobacteria_unclassified,Prokaryotes only,NOF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7838,3.47994,0.00959773,0.6078591296996968,0.605,-0.782*,-0.884**,-0.264,0.245,0.697,-0.652*,-0.720*,-0.708*,-0.560
Flavobacteriales,Prokaryotes only,NOF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.49659,5.05255,0.0105152,31.375114989355097,0.220,0.071,-0.071,0.233,0.261,0.108,0.164,0.006,0.127,0.212
Micrococcales,Prokaryotes only,NOF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.73336,4.37692,0.0105152,5.412023291641813,0.488,-0.286,-0.476,0.100,0.009,0.541,-0.394,-0.503,-0.467,-0.321
Pseudomonadales,Prokaryotes only,NOF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.21741,3.83324,0.0190165,1.649710021184398,0.659,-0.714,-0.667,-0.367,0.261,0.487,-0.624,-0.612,-0.467,-0.685*
Rhodobacterales,Prokaryotes only,NOF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.21354,3.7944400000000003,0.0105152,1.6350823132272823,0.659,-0.429,-0.587,-0.335,-0.118,0.664,-0.480,-0.535,-0.578,-0.474
Solirubrobacterales,Prokaryotes only,NOF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.12845,3.81492,0.0330063,1.3441695993758547,0.586,-0.321,-0.333,0.192,0.087,0.631,-0.274,-0.365,-0.432,-0.170
Sphingomonadales,Prokaryotes only,NOF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.29359,3.9398800000000005,0.0105152,1.9660401764086368,0.610,-0.464,-0.571,0.100,-0.122,0.342,-0.430,-0.539,-0.455,-0.394
Family
Atribacteria_fa,Shared,EMB,4.72353,4.41237,0.00634972,5.29089719225656,NA,NA,NA,NA,4.7236400000000005,4.41975,0.00634972,5.292186200374616,NA,NA,NA,NA,-0.839*,0.867*,0.761*,0.496,-0.491,-0.775*,0.847**,0.808**,0.847**,0.821**
Bacteria_unclassified,Shared,EMB,4.33784,4.0320800000000006,0.0105152,2.1768838661326093,NA,NA,NA,NA,4.33795,4.03442,0.0105152,2.1774376985179336,NA,NA,NA,NA,-0.586,0.786*,0.714,0.600,-0.339,-0.703,0.794**,0.721*,0.818**,0.770*
Bacteroidetes_unclassified,Shared,EMB,5.0423,4.734430000000001,0.00959773,11.023040603148711,NA,NA,NA,NA,5.0424,4.74033,0.00959773,11.02551569478224,NA,NA,NA,NA,-0.575,0.757,0.719*,0.477,-0.332,-0.745,0.779**,0.718*,0.816**,0.755*
DHVE6_fa,Shared,EMB,4.56192,4.24559,0.00634972,3.6468293748492226,NA,NA,NA,NA,4.56205,4.27399,0.00634972,3.6479909525069387,NA,NA,NA,NA,-0.839*,0.788*,0.710,0.583,-0.609,-0.775*,0.808**,0.782**,0.808**,0.782**
Deltaproteobacteria_unclassified,Shared,EMB,4.48125,4.17574,0.00829922,3.0286744490556954,NA,NA,NA,NA,4.48135,4.18305,0.00829922,3.0293410083867047,NA,NA,NA,NA,-0.715*,0.852*,0.756*,0.627,-0.328,-0.692,0.788**,0.750*,0.832**,0.769*
Desulfobacteraceae,Shared,EMB,4.38284,4.04343,0.00634972,2.4145582403987986,NA,NA,NA,NA,4.38296,4.0623,0.00634972,2.415254206759118,NA,NA,NA,NA,-0.839*,0.867*,0.761*,0.496,-0.491,-0.775*,0.847**,0.808**,0.847**,0.821**
Desulfobulbaceae,Shared,EMB,5.0523,4.74568,0.00634972,11.279675250440086,NA,NA,NA,NA,5.05239,4.75304,0.00634972,11.282218958475337,NA,NA,NA,NA,-0.839*,0.867*,0.761*,0.496,-0.491,-0.775*,0.847**,0.808**,0.847**,0.821**
Family_XII,Shared,EMB,3.8598800000000004,3.53234,0.00634972,0.7242289802647447,NA,NA,NA,NA,3.86004,3.5684199999999997,0.012359,0.7245034458716312,NA,NA,NA,NA,-0.839*,0.788*,0.685,0.601,-0.609,-0.775*,0.782**,0.769*,0.782**,0.769*
Gammaproteobacteria_unclassified,Shared,EMB,5.110130000000001,4.79173,0.0105152,12.88631122838147,NA,NA,NA,NA,5.1102,4.77747,0.0105152,12.88837952277622,NA,NA,NA,NA,-0.822*,0.893**,0.857**,0.383,-0.174,-0.631,0.851**,0.857**,0.924***,0.815**
Geobacteraceae,Shared,EMB,4.94091,4.62566,0.00829922,8.727947353731384,NA,NA,NA,NA,4.94102,4.62654,0.00829922,8.730123473900267,NA,NA,NA,NA,-0.715*,0.889**,0.854**,0.373,-0.195,-0.692,0.850**,0.825**,0.882**,0.819**
Mariprofundaceae,Shared,EMB,3.7064199999999996,3.40395,0.00634972,0.5086558166619075,NA,NA,NA,NA,3.70652,3.40999,0.00634972,0.5087685436075929,NA,NA,NA,NA,-0.839*,0.867*,0.786*,0.426,-0.373,-0.775*,0.860**,0.821**,0.860**,0.847**
NB1-n_fa,Shared,EMB,4.08408,3.79273,0.012359,1.2136026366689636,NA,NA,NA,NA,4.08418,3.8120800000000004,0.012359,1.2138820034474016,NA,NA,NA,NA,-0.839*,0.788*,0.710,0.583,-0.609,-0.775*,0.808**,0.782**,0.808**,0.782**
OM1_clade,Shared,EMB,4.01361,3.71611,0.00634972,1.0318236278013109,NA,NA,NA,NA,4.013719999999999,3.73354,0.00634972,1.0320931922366459,NA,NA,NA,NA,-0.839*,0.867*,0.761*,0.496,-0.491,-0.775*,0.847**,0.808**,0.847**,0.821**
Parcubacteria_unclassified,Shared,EMB,3.84521,3.4843,0.0105152,0.7001819090254505,NA,NA,NA,NA,3.84534,3.3800199999999996,0.0330063,0.7003828570590638,NA,NA,NA,NA,-0.601,0.847*,0.755*,0.795*,-0.227,-0.582,0.596,0.571,0.571,0.644*
Piscirickettsiaceae,Shared,EMB,5.033,4.68021,0.040671399999999996,10.789528699964729,NA,NA,NA,NA,5.03304,4.6502300000000005,0.040671399999999996,10.790474626074175,NA,NA,NA,NA,-0.839*,0.906**,0.913**,0.026,-0.255,-0.835*,0.834**,0.821**,0.834**,0.743*
Proteobacteria_unclassified,Shared,EMB,3.7229900000000002,3.38942,0.0186554,0.5284388282381777,NA,NA,NA,NA,3.7231,3.39963,0.0186554,0.5285711598700693,NA,NA,NA,NA,-0.577,0.893**,0.786*,0.483,-0.400,-0.595,0.790**,0.736*,0.742*,0.778**
Sva0996_marine_group,Shared,EMB,4.81516,4.50857,0.00829922,6.533704033466881,NA,NA,NA,NA,4.8152800000000004,4.5227,0.00829922,6.5355223681125025,NA,NA,NA,NA,-0.715*,0.852*,0.781*,0.475,-0.310,-0.692,0.825**,0.788**,0.857**,0.807**
Chitinophagaceae,Shared,NOF,NA,NA,NA,NA,3.83366,3.54518,0.00959773,0.6818064416222432,NA,NA,NA,NA,4.2143,3.94096,0.00959773,1.637933458464462,0.957***,-0.811*,-0.805*,-0.424,0.257,0.736,-0.841**,-0.853**,-0.828**,-0.853**
Comamonadaceae,Shared,NOF,NA,NA,NA,NA,4.61969,4.32386,0.0105152,4.165757431797621,NA,NA,NA,NA,5.04265,4.76582,0.0105152,11.031997450128996,0.927**,-0.786*,-0.857**,-0.350,0.331,0.811*,-0.770*,-0.830**,-0.818**,-0.709*
Cyclobacteriaceae,Shared,NOF,NA,NA,NA,NA,3.75215,3.35374,0.010282,0.5651381780730315,NA,NA,NA,NA,4.14162,3.8087800000000005,0.010282,1.385550763146605,0.871**,-0.829*,-0.904**,-0.311,0.189,0.782*,-0.774*,-0.829**,-0.720*,-0.774*
Cytophagaceae,Shared,NOF,NA,NA,NA,NA,4.34175,4.03043,0.0175888,2.196613105130671,NA,NA,NA,NA,4.75745,4.47095,0.00959773,5.720683903241728,0.859**,-0.883**,-0.854**,-0.341,0.271,0.664,-0.806**,-0.812**,-0.708*,-0.825**
Oxalobacteraceae,Shared,NOF,NA,NA,NA,NA,3.8536300000000003,3.55934,0.00829922,0.7138937421585333,NA,NA,NA,NA,4.184769999999999,3.89448,0.00829922,1.5302740672987187,0.875**,-0.852*,-0.862**,-0.426,0.305,0.711,-0.757*,-0.794**,-0.669*,-0.782**
Sphingobacteriaceae,Shared,NOF,NA,NA,NA,NA,4.21662,3.9229800000000004,0.0105152,1.6467140575532335,NA,NA,NA,NA,4.62087,4.36602,0.0105152,4.177034518638432,0.854**,-0.643,-0.786*,-0.233,0.157,0.739,-0.673*,-0.770*,-0.745*,-0.624
Sporichthyaceae,Shared,NOF,NA,NA,NA,NA,3.8702400000000003,3.5988300000000004,0.00959773,0.7417248501067023,NA,NA,NA,NA,4.52821,4.28639,0.00959773,3.37452936346121,0.900**,-0.667,-0.683,-0.407,0.434,0.845*,-0.755*,-0.779**,-0.816**,-0.730*
Chloroplast_fa,All only,NOF,NA,NA,NA,NA,5.63739,5.385280000000001,0.00959773,43.38968502980458,NA,NA,NA,NA,NA,NA,NA,NA,0.736*,-0.883**,-0.854**,-0.373,0.345,0.664,-0.730*,-0.742*,-0.742*,-0.706*
Chrysophyceae_unclassified,All only,NOF,NA,NA,NA,NA,5.04171,4.76613,0.00829922,11.008026567119908,NA,NA,NA,NA,NA,NA,NA,NA,0.875**,-0.630,-0.710,-0.496,0.486,0.935**,-0.769*,-0.794**,-0.882**,-0.707*
